Date,High,Low,Open,Close,Volume,Adj Close
2020-12-14,73.73999786376953,70.58000183105469,73.66999816894531,70.69999694824219,2215981.0,68.87145233154297
2020-12-15,72.48999786376953,70.58999633789062,71.81999969482422,71.79000091552734,1573240.0,69.93327331542969
2020-12-16,71.91000366210938,70.87999725341797,71.6500015258789,71.19999694824219,3391164.0,69.35852813720703
2020-12-17,71.58999633789062,70.5,71.58000183105469,70.73999786376953,3558690.0,68.9104232788086
2020-12-18,71.25,70.0199966430664,70.26000213623047,70.66000366210938,4201737.0,68.8324966430664
2020-12-21,72.2699966430664,68.80000305175781,70.69999694824219,70.33999633789062,5216356.0,68.52076721191406
2020-12-22,70.94000244140625,69.83999633789062,70.33999633789062,70.19000244140625,5568408.0,68.3746566772461
2020-12-23,72.47000122070312,70.5199966430664,70.5199966430664,71.58000183105469,2694411.0,69.72870635986328
2020-12-24,72.0199966430664,70.80000305175781,72.0199966430664,71.77999877929688,665765.0,69.92353057861328
2020-12-28,72.88999938964844,71.44999694824219,72.37000274658203,72.12000274658203,1738886.0,70.2547378540039
2020-12-29,72.80999755859375,71.7300033569336,72.5199966430664,71.94000244140625,1168725.0,70.07938385009766
2020-12-30,72.91999816894531,71.76000213623047,71.76000213623047,72.41999816894531,909851.0,70.54698181152344
2020-12-31,72.91000366210938,71.47000122070312,71.93000030517578,72.77999877929688,951023.0,71.41041564941406
2021-01-04,73.54219818115234,71.0199966430664,73.33999633789062,72.25,1441302.0,70.89038848876953
2021-01-05,72.90989685058594,69.63349914550781,69.7699966430664,72.68000030517578,1730543.0,71.31229400634766
2021-01-06,78.57499694824219,74.61000061035156,74.87000274658203,77.62999725341797,3674603.0,76.16914367675781
2021-01-07,79.30000305175781,77.62000274658203,78.44999694824219,77.7300033569336,1810388.0,76.26726531982422
2021-01-08,78.29000091552734,76.12329864501953,77.7300033569336,77.12999725341797,1773639.0,75.67855834960938
2021-01-11,78.3499984741211,75.52999877929688,76.12000274658203,78.13999938964844,1999899.0,76.6695556640625
2021-01-12,80.70999908447266,78.19000244140625,78.69999694824219,80.41999816894531,2391720.0,78.90664672851562
2021-01-13,81.08000183105469,78.52999877929688,80.19999694824219,78.66000366210938,2039338.0,77.17976379394531
2021-01-14,79.9800033569336,78.66999816894531,79.37999725341797,79.58000183105469,2111578.0,78.08245086669922
2021-01-15,78.73999786376953,76.43000030517578,78.27999877929688,77.18000030517578,2502495.0,75.72761535644531
2021-01-19,79.35790252685547,74.06999969482422,75.1500015258789,78.4000015258789,5215242.0,76.9246597290039
2021-01-20,78.79000091552734,76.11000061035156,78.66000366210938,76.63999938964844,3542772.0,75.1977767944336
2021-01-21,77.02999877929688,74.5199966430664,76.73999786376953,74.58000183105469,2562626.0,73.17654418945312
2021-01-22,74.74500274658203,73.22000122070312,73.45999908447266,74.16999816894531,3920281.0,72.77425384521484
2021-01-25,73.52999877929688,72.18000030517578,73.18000030517578,72.55000305175781,2066986.0,71.18474578857422
2021-01-26,73.54000091552734,72.26000213623047,73.16000366210938,72.62999725341797,1726976.0,71.26323699951172
2021-01-27,71.48999786376953,69.86000061035156,71.23999786376953,70.13999938964844,2445946.0,68.8200912475586
2021-01-28,72.45999908447266,70.66000366210938,71.2699966430664,71.62999725341797,2485090.0,70.28205108642578
2021-01-29,71.97000122070312,69.0199966430664,71.19999694824219,70.0,2490774.0,68.68273162841797
2021-02-01,70.95999908447266,69.83999633789062,70.55999755859375,70.25,2300849.0,68.92802429199219
2021-02-02,71.72000122070312,70.76000213623047,71.19000244140625,70.80000305175781,2928626.0,69.4676742553711
2021-02-03,72.58000183105469,70.69999694824219,70.8499984741211,71.5999984741211,3217733.0,70.25262451171875
2021-02-04,73.91000366210938,72.00499725341797,72.0999984741211,73.79000091552734,2478509.0,72.40141296386719
2021-02-05,75.19000244140625,74.16000366210938,74.41999816894531,74.7699966430664,1844591.0,73.36296081542969
2021-02-08,76.16999816894531,74.80500030517578,75.26000213623047,76.06999969482422,1893722.0,74.63849639892578
2021-02-09,76.33999633789062,75.3499984741211,76.04000091552734,75.83999633789062,1942871.0,74.41283416748047
2021-02-10,76.3499984741211,73.9800033569336,76.22000122070312,74.08999633789062,2051775.0,72.69576263427734
